DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
MS,Clostridium subterminale,"Here, we performed an in vitro metabolomics study of the 3 most odorous anaerobic microbes isolated from the human gut in our laboratory (Clostridium sporogenes, Clostridium subterminale and Romboutsia lituseburensis) when grown in anaerobiosis or in aerobiosis with these 3 antioxidant molecules via gas and liquid chromatography-mass spectrometry (GC/MS and LC/MS).",What is the relation between MS and Clostridium subterminale?,relate
MS,Clostridium sporogenes,"Here, we performed an in vitro metabolomics study of the 3 most odorous anaerobic microbes isolated from the human gut in our laboratory (Clostridium sporogenes, Clostridium subterminale and Romboutsia lituseburensis) when grown in anaerobiosis or in aerobiosis with these 3 antioxidant molecules via gas and liquid chromatography-mass spectrometry (GC/MS and LC/MS).",What is the relation between MS and Clostridium sporogenes?,relate
MS,Clostridium,"Here, we performed an in vitro metabolomics study of the 3 most odorous anaerobic microbes isolated from the human gut in our laboratory (Clostridium sporogenes, Clostridium subterminale and Romboutsia lituseburensis) when grown in anaerobiosis or in aerobiosis with these 3 antioxidant molecules via gas and liquid chromatography-mass spectrometry (GC/MS and LC/MS).",What is the relation between MS and Clostridium?,relate
mg,Salmonella,"These results also translated to studies on plants, where bacterized tomato seedlings with OB9 significantly protected the tomato leaves from Salmonella enterica Newport SL1 contamination, as evidenced by a 40% reduction of log10 CFU of Salmonella/mg leaf tissue compared to non-bacterized tomato leaves.",What is the relation between mg and Salmonella?,negative
UC,Clostridium difficile,"Fecal microbiota transplantation (FMT) is clearly recognized as a highly effective treatment for patients with recurrent Clostridium difficile infection and has been investigated also in patients with UC, with promising results.Areas covered: Literature review was performed to select publications concerning current evidence on the role of gut microbiota in the pathogenesis of UC, and on the effectiveness of FMT in this disorder.Expert opinion: The randomized controlled trials published investigating the use of FMT suggested a potential role for FMT in the treatment of mild to moderate UC.",What is the relation between UC and Clostridium difficile?,negative
UC,Clostridium,"Fecal microbiota transplantation (FMT) is clearly recognized as a highly effective treatment for patients with recurrent Clostridium difficile infection and has been investigated also in patients with UC, with promising results.Areas covered: Literature review was performed to select publications concerning current evidence on the role of gut microbiota in the pathogenesis of UC, and on the effectiveness of FMT in this disorder.Expert opinion: The randomized controlled trials published investigating the use of FMT suggested a potential role for FMT in the treatment of mild to moderate UC.",What is the relation between UC and Clostridium?,negative
diabetes,Faecalibacterium prausnitzii,"Compared with phenolics-removed RBDF (PR-RBDF), RBDF had a significantly stronger prebiotic effect on the microbes associated with diabetes (Lactobacillus spp., Akkermansia muciniphila, and Faecalibacterium prausnitzii).",What is the relation between diabetes and Faecalibacterium prausnitzii?,negative
diabetes,Faecalibacterium,"Compared with phenolics-removed RBDF (PR-RBDF), RBDF had a significantly stronger prebiotic effect on the microbes associated with diabetes (Lactobacillus spp., Akkermansia muciniphila, and Faecalibacterium prausnitzii).",What is the relation between diabetes and Faecalibacterium?,negative
diabetes,Lactobacillus,"Compared with phenolics-removed RBDF (PR-RBDF), RBDF had a significantly stronger prebiotic effect on the microbes associated with diabetes (Lactobacillus spp., Akkermansia muciniphila, and Faecalibacterium prausnitzii).",What is the relation between diabetes and Lactobacillus?,negative
diabetes,Akkermansia,"Compared with phenolics-removed RBDF (PR-RBDF), RBDF had a significantly stronger prebiotic effect on the microbes associated with diabetes (Lactobacillus spp., Akkermansia muciniphila, and Faecalibacterium prausnitzii).",What is the relation between diabetes and Akkermansia?,negative
pneumonia,Klebsiella,"To elucidate the microbial profiles of the URT during pneumonia, the oral, nasal, and lung microbiota was evaluated at the early phase in a murine pneumonia model by direct intratracheal inoculation of Klebsiella pneumoniae.",What is the relation between pneumonia and Klebsiella?,relate
Lyme disease,Borrelia burgdorferi,"We have outlined a multi-platform strategy to assess microbial biomarkers that can be consistently detected in host samples, using Borrelia burgdorferi, the causative agent of Lyme disease, as an example.",What is the relation between Lyme disease and Borrelia burgdorferi?,relate
Lyme disease,Borrelia,"We have outlined a multi-platform strategy to assess microbial biomarkers that can be consistently detected in host samples, using Borrelia burgdorferi, the causative agent of Lyme disease, as an example.",What is the relation between Lyme disease and Borrelia?,relate
tuberculosis,Mycobacterium,"Aims: Autophagic eradication of pathogenic microbes, including Mycobacterium tuberculosis (Mtb), is an effective host immune process that protects hosts from developing diseases associated with intracellular pathogens.",What is the relation between tuberculosis and Mycobacterium?,negative
vaginal,Streptococcus,"Mannheimia, Moraxella, Bacteroides, Streptococcus and Pseudomonas were the top five genera identified in maternal vaginal and calf URT samples.",What is the relation between vaginal and Streptococcus?,relate
vaginal,Bacteroides,"Mannheimia, Moraxella, Bacteroides, Streptococcus and Pseudomonas were the top five genera identified in maternal vaginal and calf URT samples.",What is the relation between vaginal and Bacteroides?,relate
vaginal,Pseudomonas,"Mannheimia, Moraxella, Bacteroides, Streptococcus and Pseudomonas were the top five genera identified in maternal vaginal and calf URT samples.",What is the relation between vaginal and Pseudomonas?,relate
vaginal,Moraxella,"Mannheimia, Moraxella, Bacteroides, Streptococcus and Pseudomonas were the top five genera identified in maternal vaginal and calf URT samples.",What is the relation between vaginal and Moraxella?,relate
Cd,Gemmatimonadetes,"These positive effects were likely due to the increase in soil pH, which can be attributed primarily to Cd immobilization, and the promotion of beneficial taxa such as Proteobacteria, Bacteroidetes, Gemmatimonadetes, and Firmicutes.",What is the relation between Cd and Gemmatimonadetes?,positive
Cd,Proteobacteria,"These positive effects were likely due to the increase in soil pH, which can be attributed primarily to Cd immobilization, and the promotion of beneficial taxa such as Proteobacteria, Bacteroidetes, Gemmatimonadetes, and Firmicutes.",What is the relation between Cd and Proteobacteria?,positive
Cd,Bacteroidetes,"These positive effects were likely due to the increase in soil pH, which can be attributed primarily to Cd immobilization, and the promotion of beneficial taxa such as Proteobacteria, Bacteroidetes, Gemmatimonadetes, and Firmicutes.",What is the relation between Cd and Bacteroidetes?,positive
Cd,Firmicutes,"These positive effects were likely due to the increase in soil pH, which can be attributed primarily to Cd immobilization, and the promotion of beneficial taxa such as Proteobacteria, Bacteroidetes, Gemmatimonadetes, and Firmicutes.",What is the relation between Cd and Firmicutes?,positive
CCA,Bradyrhizobium,"Furthermore, canonical correspondence analysis (CCA) of biogeochemical measurements, metal concentrations and bacterial communities revealed a positive correlation of Chthoniobacter/Bradyrhizobium spp., to THg whereas Burkholderia spp., correlated with MeHg.",What is the relation between CCA and Bradyrhizobium?,positive
CCA,Burkholderia,"Furthermore, canonical correspondence analysis (CCA) of biogeochemical measurements, metal concentrations and bacterial communities revealed a positive correlation of Chthoniobacter/Bradyrhizobium spp., to THg whereas Burkholderia spp., correlated with MeHg.",What is the relation between CCA and Burkholderia?,positive
Mg,Enterococcus faecalis,"The opportunistic pathogens Enterococcus faecalis and Enterococcus faecium were additionally detected using culture methods with subsequent PCR confirmation, and minerals (Ca, Cu, K, Mg, Mn, Na, and Zn) were detected using mass spectrometry.",What is the relation between Mg and Enterococcus faecalis?,relate
Mg,Enterococcus faecium,"The opportunistic pathogens Enterococcus faecalis and Enterococcus faecium were additionally detected using culture methods with subsequent PCR confirmation, and minerals (Ca, Cu, K, Mg, Mn, Na, and Zn) were detected using mass spectrometry.",What is the relation between Mg and Enterococcus faecium?,relate
Mg,Enterococcus,"The opportunistic pathogens Enterococcus faecalis and Enterococcus faecium were additionally detected using culture methods with subsequent PCR confirmation, and minerals (Ca, Cu, K, Mg, Mn, Na, and Zn) were detected using mass spectrometry.",What is the relation between Mg and Enterococcus?,relate
sepsis,Mycoplasma,CONCLUSION: The presence of Mycoplasma/Ureaplasma isolated from amniotic fluid did not cause neonatal sepsis or poor prognosis.,What is the relation between sepsis and Mycoplasma?,positive
sepsis,Ureaplasma,CONCLUSION: The presence of Mycoplasma/Ureaplasma isolated from amniotic fluid did not cause neonatal sepsis or poor prognosis.,What is the relation between sepsis and Ureaplasma?,positive
Cd,Enterobacter asburiae,"In this study, inoculation with Enterobacter asburiae NC16 reduced transpiration rates and the expression of some iron (Fe) uptake-related genes including ZmFer, ZmYS1, ZmZIP, and ZmNAS2 in maize (Zea mays) plants, which contributed to mitigation of Cd toxicity.",What is the relation between Cd and Enterobacter asburiae?,positive
Cd,Enterobacter,"In this study, inoculation with Enterobacter asburiae NC16 reduced transpiration rates and the expression of some iron (Fe) uptake-related genes including ZmFer, ZmYS1, ZmZIP, and ZmNAS2 in maize (Zea mays) plants, which contributed to mitigation of Cd toxicity.",What is the relation between Cd and Enterobacter?,positive
vaginal,Bifidobacterium,"A comparison of infant delivery modes conveyed a decrease in abundance of Bacteroidetes over time in the gut of infants born via C-section, while the Bifidobacterium was the most dominant genus in the vaginal delivery group.",What is the relation between vaginal and Bifidobacterium?,negative
