DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
crab,Escherichia coli,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Escherichia coli?,negative
crab,Bacillus cereus,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Bacillus cereus?,negative
crab,Staphylococcus,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Staphylococcus?,negative
crab,Streptococcus,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Streptococcus?,negative
crab,Escherichia,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Escherichia?,negative
crab,Pseudomonas,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Pseudomonas?,negative
crab,Bacillus,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Bacillus?,negative
crab,Candida albicans,"Notably, the crab-ALF2A and crab-ALF6A peptides exhibited strong activity against Candida albicans (MECs of 2.11 and 1.95 μg/mL, respectively).",What is the relation between crab and Candida albicans?,negative
tomato,Xanthomonas,Xanthomonas euvesicatoria and Xanthomonas perforans are two closely related lineages causing bacterial spot disease on tomato and pepper worldwide.,What is the relation between tomato and Xanthomonas?,relate
tomato,Xanthomonas,"We sequenced the genomes of atypical strains collected from tomato in Nigeria and observed recombination in the type III secretion system and effector genes, which showed alleles from both X. euvesicatoria and X. perforans Wider horizontal gene transfer was indicated by the fact that the lipopolysaccharide cluster of one strain was most similar to that of a distantly related Xanthomonas pathogen of barley.",What is the relation between tomato and Xanthomonas?,relate
barley,Xanthomonas,"We sequenced the genomes of atypical strains collected from tomato in Nigeria and observed recombination in the type III secretion system and effector genes, which showed alleles from both X. euvesicatoria and X. perforans Wider horizontal gene transfer was indicated by the fact that the lipopolysaccharide cluster of one strain was most similar to that of a distantly related Xanthomonas pathogen of barley.",What is the relation between barley and Xanthomonas?,relate
fish,Actinobacteria,"Gut microbiota 16S rRNA profiling indicated that the fish gut was dominated by Actinobacteria, Proteobacteria, Bacteroidetes and Firmicutes.",What is the relation between fish and Actinobacteria?,relate
fish,Proteobacteria,"Gut microbiota 16S rRNA profiling indicated that the fish gut was dominated by Actinobacteria, Proteobacteria, Bacteroidetes and Firmicutes.",What is the relation between fish and Proteobacteria?,relate
fish,Bacteroidetes,"Gut microbiota 16S rRNA profiling indicated that the fish gut was dominated by Actinobacteria, Proteobacteria, Bacteroidetes and Firmicutes.",What is the relation between fish and Bacteroidetes?,relate
fish,Firmicutes,"Gut microbiota 16S rRNA profiling indicated that the fish gut was dominated by Actinobacteria, Proteobacteria, Bacteroidetes and Firmicutes.",What is the relation between fish and Firmicutes?,relate
water,Prochlorococcus,"Here, we report the isolation of a new Prochlorococcus strain (RSP50) belonging to high-light (HL) clade II from the Red Sea, one of the warmest and most saline bodies of water in the global oceans.",What is the relation between water and Prochlorococcus?,relate
water,Prochlorococcus,"Metatranscriptomic analyses of this metabolic pathway in the water column of the Red Sea revealed that the corresponding genes were constitutively transcribed, independent of depth and light, suggesting that osmoregulation using glucosylglycerol is a general feature of HL II Prochlorococcus in the Red Sea.",What is the relation between water and Prochlorococcus?,relate
water,Bradyrhizobium,"The relative abundances of antibiotic resistance Acinetobacter, Sphingomonas, and Bradyrhizobium were higher in outlet water than in inlet water, as determined by high throughout sequencing.",What is the relation between water and Bradyrhizobium?,positive
water,Acinetobacter,"The relative abundances of antibiotic resistance Acinetobacter, Sphingomonas, and Bradyrhizobium were higher in outlet water than in inlet water, as determined by high throughout sequencing.",What is the relation between water and Acinetobacter?,positive
water,Sphingomonas,"The relative abundances of antibiotic resistance Acinetobacter, Sphingomonas, and Bradyrhizobium were higher in outlet water than in inlet water, as determined by high throughout sequencing.",What is the relation between water and Sphingomonas?,positive
chicken,Bacillus,The results showed that chicken supplemented with Bacillus species showed beneficial effects in body weight.,What is the relation between chicken and Bacillus?,negative
chicken,Pediococcus pentosaceus,"Acetate is the major fermentation production in the chicken caecum, and chicken supplemented with Pediococcus pentosaceus had the average higher short chain fatty acids (SCFAs) contents.",What is the relation between chicken and Pediococcus pentosaceus?,negative
chicken,Pediococcus,"Acetate is the major fermentation production in the chicken caecum, and chicken supplemented with Pediococcus pentosaceus had the average higher short chain fatty acids (SCFAs) contents.",What is the relation between chicken and Pediococcus?,negative
chicken,Bacteroidetes,"In chicken caecal microflora, the abundance of Bacteroidetes bacteria was positively correlated with the content of propionate, butyrate, and isobutyrate, whereas an increase in acetate content was positively correlated to the abundance of Firmicutes.",What is the relation between chicken and Bacteroidetes?,negative
chicken,Firmicutes,"In chicken caecal microflora, the abundance of Bacteroidetes bacteria was positively correlated with the content of propionate, butyrate, and isobutyrate, whereas an increase in acetate content was positively correlated to the abundance of Firmicutes.",What is the relation between chicken and Firmicutes?,negative
Kangaroo,Escherichia coli,"The objective of the study was to determine whether endangered Australian sea lion (Neophoca cinerea) pups from two South Australian colonies, Seal Bay, Kangaroo Island and Dangerous Reef, Spencer Gulf, have been colonised by human-associated Escherichia coli.",What is the relation between Kangaroo and Escherichia coli?,relate
