DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
colorectal cancer (CRC),Enterococcaceae,"Simultaneously, various opportunistic pathogens, able to induce inflammatory or metabolic disorders, including Campylobacter, Enterococcaceae, Erysipelotrichaceae, and Fusobacterium are increased in CRC patients [49].",What is the relationship between colorectal cancer (CRC) and Enterococcaceae?,positive
immune diseases,Staphylococcus aureus,"Another hypothesis emerging from animal models suggests that bacterial superantigens (e.g., Staphylococcus aureus enterotoxins A, B, C, D, and E) activate auto-reactive T cells, which then promotes the onset of immune diseases like MS (Brocke et al., 1993).",What is the relationship between immune diseases and Staphylococcus aureus?,positive
alcohol pancreatitis-related liver damage,Lactobacillus helveticus,"In another study, a combination treatment using Lactobacillus acidophilus, Lactobacillus helveticus, and Bifidobacterium in rats with alcohol pancreatitis-related liver damage effectively protected against endotoxin/bacterial translocation, as well as liver damage in the course of acute pancreatitis and concomitant heavy alcohol consumption.",What is the relationship between alcohol pancreatitis-related liver damage and Lactobacillus helveticus?,negative
liver cirrhosis (LC),Enterococcus,"[13] have found that the number of beneficial bacteria such as Bifidobacterium and Lactobacillus significantly decreases, while the levels of harmful bacteria such as Enterobacteriaceae and Enterococcus significantly increase in CHB and LC.",What is the relationship between liver cirrhosis (LC) and Enterococcus?,positive
hemorrhagic colitis,Escherichia coli,"Prime examples of phage-mediated virulence exist in Vibrio cholerae, in which the gene for production of the cholera toxin is contained on a phage (CTX?, an example of a chronic temperate phage) (Waldor and Mekalanos, 1996) and the same is evident in Escherichia coli with phage-encoded shiga-like toxin contributing to the symptoms of hemorrhagic colitis (O\'Brien et al., 1984).",What is the relationship between hemorrhagic colitis and Escherichia coli?,positive
antibiotic-associated diarrhea (AAD),Clostridium butyricum,"Our previous study showed that SCFA-producing probiotic strains, such as Clostridium butyricum, Bifidobacterium infantis, and mixtures of C. butyricum and B. infantis can restore gut microbiota and attenuate systemic inflammation in mice with AAD (Ling et al., 2015).",What is the relationship between antibiotic-associated diarrhea (AAD) and Clostridium butyricum?,negative
DSS-colitis,Akkermansia muciniphila,"The most dominant is Akkermansia muciniphila, a bacterium that scavenges mucins as a carbon and nitrogen source which has been inversely associated with obesity and diabetes, and presents protective activity in DSS-colitis in mice.",What is the relationship between DSS-colitis and Akkermansia muciniphila?,negative
colorectal cancer (CRC),Escherichia coli,"Fusobacterium nucleatum, Escherichia coli, Enterococcus faecalis, Streptococcus gallolyticus, and enterotoxigenic Bacteroides fragilis are candidate microorganisms that were pointed out as initial triggers in the development of colorectal cancer (CRC).",What is the relationship between colorectal cancer (CRC) and Escherichia coli?,positive
alzheimer's disease (AD),Clostridium,"Because both microglia and inflammation were key factors during AD development (Pimplikar, 2014; Xie et al., 2017), the inhibitory effect of XAN on Desulfovibrio and Clostridium IV would facilitate the treatment of AD.",What is the relationship between alzheimer's disease (AD) and Clostridium?,negative
hepatic steatosis,Streptococcus thermophilus,"FloraGuard?, a synbiotic powder enriched in prebiotics and Lactobacillus acidophilus, Lactobacillus bulgaricus, Bifidobacterium bifidum, Bifidobacterium longum, and Streptococcus thermophilus, added to an ethanol diet ameliorated hepatic steatosis and inflammation but also improved gut permeability in Wistar rats [119].",What is the relationship between hepatic steatosis and Streptococcus thermophilus?,negative
hepaticus colitis,Bacteroides fragilis,"In the gut, Bacteroides fragilis affects systemic T-cell responses through the action of the bacterium-derived polysaccharide A, which protects against pathobiont H. hepaticus colitis via the production of anti-inflammatory IL-10 by CD4+ T cells and the promotion of regulatory T cells .",What is the relationship between hepaticus colitis and Bacteroides fragilis?,negative
eczema,Bifidobacterium breve,"In this context, it has been shown that babies that were colonized with Bifidobacterium breve during the early post-natal period (1 week and 3 months) displayed a reduced risk of developing eczema in the first year of life [66].",What is the relationship between eczema and Bifidobacterium breve?,negative
urinary tract infections (UTIs),Proteus mirabilis,"UTIs can be caused by a variety of bacteria and fungi, but the most common pathogens are uropathogenic Escherichia coli(UPEC), followed by Klebsiella pneumoniae, Enterococcus faecalis, and Proteus mirabilis (34).",What is the relationship between urinary tract infections (UTIs) and Proteus mirabilis?,positive
colorectal cancer (CRC),Enterococcaceae,"Likewise, the population of some enteropathogenic bacteria, such as those from the Escherichia and Shigella genera and the Enterococcaceae family, was shown to be larger in the intestines of CRC patients [19,23,32,33].",What is the relationship between colorectal cancer (CRC) and Enterococcaceae?,positive
hepatocellular cancer (HCC),Ruminococcus,"The sequencing of 16S bacterial RNA showed in the stool of HCC patients increased abundance of Bacteroides, Ruminococcus, Enterococcus, Phascolarctobacterium, and Oscillospira and decreased abundance of Bifidobacteria and Blautia as compared with liver cirrhosis without HCC.",What is the relationship between hepatocellular cancer (HCC) and Ruminococcus?,positive
Inflammatory bowel disease (IBD),Mycobacterium avium paratuberculosis (MAP),"From various IBD studies, etiologically implicated bacteria include Faecalibacterium prausnitzii exerting a positive impact, described as anti-inflammatory, while Escherichia coli and Mycobacterium avium paratuberculosis (MAP) have a negative impact as potential IBD infectious agents [5, 8?12].",What is the relationship between Inflammatory bowel disease (IBD) and Mycobacterium avium paratuberculosis (MAP)?,positive
tumor,Fusobacterium nucleatum,"By using Apcmin/+ mice model, they identified that Fusobacterium nucleatum significantly increased tumor multiplicity through recruitment of tumor-infiltrating myeloid cells to generate a proinflammatory microenvironment for tumor growth and progression (Kostic et al., 2013).",What is the relationship between tumor and Fusobacterium nucleatum?,positive
colorectal cancer (CRC),Bifidobacterium longum,"In colorectal cancer patients, treatment with Lactobacillus acidophilus, Bifidobacterium longum, and Enterococcus faecalis decreased the abundance of pathogenic Fusobacterium, the prevalence of which is associated with both IBD and colorectal cancer.",What is the relationship between colorectal cancer (CRC) and Bifidobacterium longum?,negative
psoriasis (PS),Parabacteroides,"In PS patients, the relative abundance of the Actinobacteria and Bacteroidetes phylyms were reduced (p < 0.05), while Coprobacillus, Ruminococcus, and Parabacteroides were decreased at the genus level (Scher et al., 2015).",What is the relationship between psoriasis (PS) and Parabacteroides?,negative
colitis-like conditions,Helicobacter pylori,"Bacteria such as Citrobacter rodentium, Helicobacter pylori, Mycobacterium avium, and Salmonella enterica serovar Typhimurium are commonly used in animal models to trigger colitis-like conditions (Jiminez et al., 2015).",What is the relationship between colitis-like conditions and Helicobacter pylori?,positive
cutaneous infection,Staphylococcus epidermidis,"Similarly, a product of Staphylococcus epidermidis enhances protection from cutaneous infection via increased expression of antimicrobial peptides.",What is the relationship between cutaneous infection and Staphylococcus epidermidis?,negative
healthcare-associated infections (HAI),Staphylococcus aureus,"ESKAPE pathogens (Enterococcus faecium, Staphylococcus aureus, Klebsiella pneumoniae, Acinetobacter baumannii, and Enterobacter species) are of worldwide concern as major causes of HAI and can cause life-threatening infections in critical care patients [74].",What is the relationship between healthcare-associated infections (HAI) and Staphylococcus aureus?,positive
liver cirrhosis (LC),Lactobacillus,"Intestinal dysbiosis has already been described in patients with liver cirrhosis, with an increase in Veillonella, Streptococcus, Prevotella, Lactobacillus and Fusobacterium, among others.",What is the relationship between liver cirrhosis (LC) and Lactobacillus?,positive
liver cirrhosis (LC),Prevotella,"Intestinal dysbiosis has already been described in patients with liver cirrhosis, with an increase in Veillonella, Streptococcus, Prevotella, Lactobacillus and Fusobacterium, among others.",What is the relationship between liver cirrhosis (LC) and Prevotella?,positive
